speaker,global_session,conference,total_utterances,total_explanations,total_decisions,total_new_ideas,total_self_intros,total_minutes_spoken,first_minute,last_minute
Chuck Lewis,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,7,1,0,0,0,132.0,11.933333333333334,14.283333333333331
Simon Darroch,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,9,0,0,0,4,132.0,12.983333333333333,17.616666666666667
Juli Barre,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,6,1,0,0,1,131.0,10.016666666666667,19.1
Brian Pogue-DARTMOUTH,2021_05_21_ABI_S1_ABI,2021_05_21_ABI_S1,15,0,0,0,1,130.0,10.15,16.0
Marie,2021_04_23_MND_S11_MND,2021_04_23_MND_S11,14,0,0,0,2,128.0,10.05,15.366666666666667
Ashley Harris,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,4,1,0,0,1,127.0,,
Jeff Levenson,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,5,0,0,0,2,127.0,,
Solange Duhamel,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,5,1,0,0,2,127.0,10.333333333333334,13.466666666666669
Allison Dennis,2021_05_21_ABI_S14_ABI,2021_05_21_ABI_S14,5,0,0,0,1,124.0,10.65,17.616666666666667
Camille Nebeker,2021_04_23_MND_S11_MND,2021_04_23_MND_S11,5,0,0,0,0,124.0,15.55,18.3
Kimberly Lau,2021_06_10_SLU_S2_SLU,2021_06_10_SLU_S2,12,0,0,0,4,124.0,10.75,17.6
Allison Dennis,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,6,0,0,0,2,123.0,10.2,18.633333333333333
Alexandra Walsh,2021_05_20_ABI_S4_ABI,2021_05_20_ABI_S4,4,0,0,0,2,122.0,10.883333333333333,12.733333333333333
Aniruddha Ray,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,1,1,0,0,1,122.0,10.85,10.85
Shannon MacKenzie,2021_06_10_SLU_S6_SLU,2021_06_10_SLU_S6,9,0,0,0,3,122.0,9.983333333333333,17.333333333333332
Alexandra Walsh,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,4,0,0,0,1,121.0,13.033333333333331,17.616666666666667
Linnea Freeman,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,4,1,0,0,1,121.0,8.166666666666666,8.833333333333334
Carl Bryan Bates,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,5,0,0,0,2,120.0,10.0,14.1
Linnea Freeman,2021_04_23_MND_S13_MND,2021_04_23_MND_S13,3,1,0,0,1,120.0,11.283333333333331,12.183333333333334
Adela Oliva Chavez,2021_10_01_MZT_S4_MZT,2021_10_01_MZT_S4,3,0,0,0,0,119.0,10.016666666666667,11.466666666666669
Courtney Robinson,2021_04_23_MND_S8_MND,2021_04_23_MND_S8,5,1,0,0,2,118.0,15.25,15.25
Stavroula Hatzios,2021_04_23_MND_S2_MND,2021_04_23_MND_S2,3,1,0,0,2,118.0,11.366666666666667,12.15
Harris Wang,2021_04_23_MND_S9_MND,2021_04_23_MND_S9,2,0,0,0,2,117.0,13.066666666666666,15.333333333333334
Michael D Coleman,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,4,0,0,0,1,117.0,10.2,17.866666666666667
Pamela Chang,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,6,1,0,0,2,117.0,13.883333333333333,13.883333333333333
Arida Ebrahimi,2021_04_22_MND_S1_MND,2021_04_22_MND_S1,9,0,0,0,0,116.0,0.3,5.333333333333333
Christoph Thaiss,2021_09_30_MZT_S4_MZT,2021_09_30_MZT_S4,3,0,0,0,2,116.0,11.616666666666667,14.983333333333333
Maryellen Giger,2021_05_21_ABI_S10_ABI,2021_05_21_ABI_S10,13,1,0,0,1,116.0,10.233333333333333,14.3
Aniruddha Ray,2021_05_21_ABI_S6_ABI,2021_05_21_ABI_S6,11,2,0,0,0,115.0,11.483333333333333,18.3
Jeff Stine,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,3,0,0,0,2,115.0,15.266666666666667,16.666666666666668
Ed McCleskey,2021_05_20_ABI_S5_ABI,2021_05_20_ABI_S5,9,0,0,0,1,113.0,10.033333333333331,18.7
Jaeyun Sung,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,15,1,0,0,2,112.0,5.716666666666667,10.433333333333334
Molly Bright,2021_05_21_ABI_S14_ABI,2021_05_21_ABI_S14,5,2,0,0,3,112.0,10.316666666666666,13.55
Wilfred van der Donk UIUC/HHMI,2021_09_30_MZT_S3_MZT,2021_09_30_MZT_S3,13,0,0,0,0,111.0,10.633333333333333,17.216666666666665
Laura Eisen,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,6,0,0,0,0,110.0,13.8,14.9
Peter Driscoll,2021_06_11_SLU_S7_SLU,2021_06_11_SLU_S7,6,1,0,0,1,110.0,11.766666666666667,18.0
Carolina Tropini,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,13,0,0,0,0,109.0,11.25,19.916666666666668
Chris Whitbey,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,5,1,0,0,2,109.0,12.133333333333333,16.933333333333334
Jay Forsythe,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,2,0,0,0,2,109.0,15.616666666666667,16.35
Carolyn Bayer,2021_05_20_ABI_S4_ABI,2021_05_20_ABI_S4,4,1,0,0,2,107.0,11.45,15.466666666666669
Sarah MacEachern,2021_04_23_MND_S13_MND,2021_04_23_MND_S13,6,0,0,0,2,107.0,15.533333333333331,18.783333333333335
Kirsten Maclane,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,5,0,0,0,1,106.0,9.25,15.766666666666667
Noah Planavsky,2021_06_11_SLU_S12_SLU,2021_06_11_SLU_S12,6,1,0,0,1,106.0,15.066666666666666,17.883333333333333
Sixian You | MIT,2021_05_21_ABI_S11_ABI,2021_05_21_ABI_S11,5,1,0,0,2,106.0,14.516666666666667,17.533333333333335
Aida Ebrahimi,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,10,0,0,0,1,105.0,11.25,15.0
Maria Fernandez,2021_10_01_MZT_S4_MZT,2021_10_01_MZT_S4,4,0,0,0,0,105.0,10.95,17.316666666666666
Carl Bryan Agee,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,10,0,0,0,2,104.0,10.15,18.916666666666668
Noah Palm,2021_04_22_MND_S8_MND,2021_04_22_MND_S8,6,0,0,0,0,104.0,10.0,13.533333333333331
Maria Fernandez,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,5,0,0,0,0,103.0,15.183333333333334,16.9
Michael Burton,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,21,0,0,0,3,102.0,10.05,19.1
William Zuckerberg,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,9,0,0,0,0,102.0,11.333333333333334,18.666666666666668
Beth Lautner,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,2,1,0,0,1,101.0,18.166666666666668,18.883333333333333
Pamela Chang,2021_04_23_MND_S13_MND,2021_04_23_MND_S13,5,0,0,0,1,100.0,12.066666666666666,15.7
Alexandra Walsh,2021_05_21_ABI_S3_ABI,2021_05_21_ABI_S3,2,2,0,0,1,99.0,13.25,13.85
Erin Longbrake,2021_04_23_MND_S12_MND,2021_04_23_MND_S12,14,0,0,0,2,99.0,10.583333333333334,17.316666666666666
Pamela Chang,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,6,1,0,0,1,99.0,10.366666666666667,15.283333333333331
Tanya Nguyen,2021_04_23_MND_S1_MND,2021_04_23_MND_S1,3,0,0,0,0,99.0,10.216666666666669,13.666666666666666
Jae Sung Kim,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,4,0,0,0,0,98.0,10.0,13.95
Jeff Thomas,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,13,0,0,0,1,98.0,,
Stephanie Grainger McOgga,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,9,0,0,0,1,97.0,11.25,16.333333333333332
Elizabeth Bess,2021_04_22_MND_S7_MND,2021_04_22_MND_S7,3,0,0,0,0,96.0,12.983333333333333,18.333333333333332
Hannah Frank Tulane,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,2,0,0,0,1,95.0,9.95,16.683333333333334
Sixian You | MIT,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,5,0,0,0,1,95.0,13.583333333333334,18.283333333333335
Aseema Mohanty,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,4,1,0,0,2,94.0,12.35,16.483333333333334
Peter Driscoll,2021_06_11_SLU_S8_SLU,2021_06_11_SLU_S8,5,0,0,0,2,94.0,10.816666666666666,15.233333333333333
Jeff Douglas Winkler,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,18,0,0,0,1,93.0,10.233333333333333,17.5
Jeffrey Marlow,2021_06_11_SLU_S1_SLU,2021_06_11_SLU_S1,4,0,0,0,1,93.0,10.0,18.933333333333337
Jenny Maloney,2021_10_01_MZT_S1_MZT,2021_10_01_MZT_S1,7,0,0,0,0,93.0,12.266666666666667,17.633333333333333
Laura Ellen Eisen,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,2,1,0,0,1,93.0,10.65,15.05
Steve Jett,2021_05_21_ABI_S15_ABI,2021_05_21_ABI_S15,6,0,0,0,1,93.0,18.7,20.15
Fanny Chapelin,2021_05_20_ABI_S2_ABI,2021_05_20_ABI_S2,11,0,0,0,0,92.0,9.95,14.733333333333333
Efrem Lim,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,5,0,0,0,1,91.0,9.966666666666669,18.1
Carolina Tropini,2021_04_22_MND_S8_MND,2021_04_22_MND_S8,3,0,0,0,0,90.0,11.266666666666667,12.4
Timothy Sampson,2021_04_23_MND_S9_MND,2021_04_23_MND_S9,7,0,0,0,4,90.0,10.866666666666667,18.016666666666666
John,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,5,2,0,0,0,89.0,10.0,14.133333333333333
Matt Bogyo,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,19,0,0,0,0,89.0,9.8,14.733333333333333
Xu Zhang,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,7,1,0,0,0,89.0,10.233333333333333,18.383333333333333
Anna-Karin Gustavsson,2021_05_20_ABI_S1_ABI,2021_05_20_ABI_S1,5,0,0,0,0,88.0,12.316666666666666,17.466666666666665
Shawn Domagal,2021_06_11_SLU_S7_SLU,2021_06_11_SLU_S7,18,0,0,0,3,88.0,11.116666666666667,17.316666666666666
Chris Whtibey,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,2,0,0,0,1,87.0,12.783333333333331,14.25
Joseph Levy(he/him,2021_06_11_SLU_S8_SLU,2021_06_11_SLU_S8,4,0,0,0,0,87.0,10.8,15.316666666666666
Larry Zhang,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,2,1,0,0,1,87.0,16.066666666666666,17.516666666666666
Kaixiong Ye,2021_04_23_MND_S16_MND,2021_04_23_MND_S16,4,1,0,0,1,86.0,9.4,17.983333333333334
Laura Elias,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,9,0,0,0,0,86.0,11.1,17.816666666666666
Aniruddha Ray _ Utoledo,2021_05_20_ABI_S5_ABI,2021_05_20_ABI_S5,1,1,0,0,1,84.0,14.5,14.5
Aniruddha Ray _U.toledo,2021_05_21_ABI_S6_ABI,2021_05_21_ABI_S6,8,0,0,0,0,83.0,9.75,16.45
Camille Carole Habousha,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,4,1,0,0,0,83.0,17.6,18.95
Peter Driscoll,2021_06_10_SLU_S2_SLU,2021_06_10_SLU_S2,13,0,0,0,1,83.0,9.683333333333334,19.516666666666666
Thomas Mansell,2021_04_22_MND_S8_MND,2021_04_22_MND_S8,1,1,0,0,1,82.0,10.5,10.5
Ashley Ross,2021_04_23_MND_S11_MND,2021_04_23_MND_S11,5,1,0,0,2,81.0,14.166666666666666,14.2
Michael Burton,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,1,0,0,1,81.0,11.083333333333334,11.083333333333334
Sen Pei,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,3,0,0,0,0,81.0,12.6,14.233333333333333
Trinity Hamilton,2021_06_10_SLU_S5_SLU,2021_06_10_SLU_S5,5,1,0,0,1,81.0,13.516666666666667,17.033333333333335
Andrew Feig,2021_04_22_MND_S4_MND,2021_04_22_MND_S4,6,1,0,0,1,80.0,11.783333333333331,15.4
Andrew Ferg,2021_05_21_ABI_S1_ABI,2021_05_21_ABI_S1,6,1,0,0,0,80.0,13.283333333333331,18.133333333333333
Melanie Gareau,2021_04_23_MND_S11_MND,2021_04_23_MND_S11,4,1,0,0,0,80.0,10.116666666666667,17.283333333333335
Hongfu Liu,2021_09_30_MZT_S5_MZT,2021_09_30_MZT_S5,3,1,0,0,0,79.0,9.233333333333333,11.95
Jiali Ping,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,4,0,0,0,0,79.0,12.75,18.883333333333333
Chris Whidbey,2021_04_23_MND_S1_MND,2021_04_23_MND_S1,2,0,0,0,1,78.0,10.0,17.733333333333334
Melanie Garami,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,11,0,0,0,0,78.0,14.4,19.866666666666667
Solange Duhamel,2021_06_11_SLU_S13_SLU,2021_06_11_SLU_S13,3,1,0,0,0,77.0,13.816666666666666,14.783333333333331
Amy Vincent,2021_10_01_MZT_S7_MZT,2021_10_01_MZT_S7,4,1,0,0,2,75.0,11.116666666666667,18.0
Jeff Dongga,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,4,0,0,0,0,75.0,13.6,15.183333333333334
Crystal Rogers,2021_05_20_ABI_S2_ABI,2021_05_20_ABI_S2,7,0,0,0,2,73.0,9.95,17.983333333333334
Jav Forsythe,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,3,0,0,0,1,73.0,13.166666666666666,16.666666666666668
Robert Bryan,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,11,0,0,0,1,73.0,11.233333333333333,19.05
Paula Driedger,2021_06_10_SLU_S7_SLU,2021_06_10_SLU_S7,1,1,0,0,1,72.0,15.566666666666666,15.566666666666666
Stephanie M Goggin,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,6,0,0,0,0,72.0,,
Ali Keshavarziian,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,13,1,0,0,0,71.0,,
Carolina Tropini-UBC,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,3,2,0,0,1,71.0,12.233333333333333,19.983333333333334
Faranak Fattahi,2021_04_23_MND_S9_MND,2021_04_23_MND_S9,2,1,0,0,1,71.0,11.75,14.2
Joel Bango Kote,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,0,70.0,17.5,17.5
Chris Whitbey,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,8,0,0,0,1,69.0,10.066666666666666,13.783333333333331
Matt Boziyo,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,3,0,0,0,0,69.0,14.316666666666666,18.483333333333334
Paul Hsu,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,0,69.0,,
Sarah MacEachern,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,2,0,0,0,1,68.0,,
Leslie Eisen,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,12,0,0,0,1,67.0,10.133333333333333,14.433333333333334
Nandita Garud,2021_04_23_MND_S16_MND,2021_04_23_MND_S16,3,0,0,0,1,67.0,9.183333333333334,11.833333333333334
Ying,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,7,0,0,0,0,67.0,10.083333333333334,16.866666666666667
Bryan Spring,2021_05_21_ABI_S1_ABI,2021_05_21_ABI_S1,11,0,0,0,1,66.0,9.983333333333333,18.0
Leah Pyter OSU,2021_04_23_MND_S4_MND,2021_04_23_MND_S4,10,0,0,0,2,66.0,,
Richard Wiener,2021_06_11_SLU_S9_SLU,2021_06_11_SLU_S9,5,0,0,0,1,66.0,10.633333333333333,18.8
Silvia Ronco,2021_06_10_SLU_S4_SLU,2021_06_10_SLU_S4,7,2,0,0,0,65.0,16.166666666666668,17.683333333333334
William Zuberbierg,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,5,1,0,0,1,65.0,13.316666666666666,16.416666666666668
Diego Huet,2021_10_01_MZT_S1_MZT,2021_10_01_MZT_S1,1,0,0,0,1,64.0,9.983333333333333,9.983333333333333
Kevin Carlo O'Mines,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,4,0,0,0,0,64.0,15.683333333333334,16.283333333333335
Sanjukta Gayen,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,2,1,0,0,1,64.0,17.566666666666666,17.583333333333332
Matthew Hopken,2021_09_30_MZT_S6_MZT,2021_09_30_MZT_S6,2,0,0,0,1,63.0,9.95,10.8
Richard Wiener,2021_06_11_SLU_S12_SLU,2021_06_11_SLU_S12,5,0,0,0,1,63.0,11.466666666666669,20.0
Sixian You | MIT,2021_05_21_ABI_S8_ABI,2021_05_21_ABI_S8,2,0,0,0,1,63.0,13.05,19.7
Steve Jett,2021_05_21_ABI_S11_ABI,2021_05_21_ABI_S11,2,0,0,0,2,63.0,17.933333333333334,17.933333333333334
France Cordova,2021_06_10_SLU_S7_SLU,2021_06_10_SLU_S7,1,1,0,0,1,62.0,16.816666666666666,16.816666666666666
Jell Barone,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,2,0,0,0,1,62.0,10.016666666666667,19.216666666666665
Kirsten Marlo,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,4,0,0,0,0,62.0,11.316666666666666,18.166666666666668
Silvia Ronco,2021_05_20_ABI_S5_ABI,2021_05_20_ABI_S5,10,0,0,0,0,62.0,10.516666666666667,18.633333333333333
Matt Bozyko,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,16,0,0,0,1,61.0,14.4,18.366666666666667
Dylan McCreedy,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,1,0,0,0,1,60.0,12.616666666666667,12.616666666666667
Silvia Ronco,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,17,2,0,0,2,60.0,13.15,17.533333333333335
Claudia Herrera,2021_10_01_MZT_S8_MZT,2021_10_01_MZT_S8,4,0,0,0,0,59.0,11.233333333333333,14.966666666666669
Lisa Ryno,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,4,0,0,0,0,59.0,11.25,16.266666666666666
Linnea Freeman,2021_04_23_MND_S4_MND,2021_04_23_MND_S4,12,0,0,0,1,58.0,9.916666666666666,11.1
Kevin Cash,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,6,0,0,0,2,57.0,10.166666666666666,16.383333333333333
Lisa Kaltenegger(she/her),2021_06_11_SLU_S4_SLU,2021_06_11_SLU_S4,16,0,0,0,1,57.0,10.066666666666666,19.75
Prashant Singh,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,12,1,0,0,2,57.0,12.05,15.033333333333331
Robert Bryant Jr,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,8,0,0,0,1,57.0,12.633333333333333,18.0
Kai Iwi,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,3,0,0,0,0,56.0,,
Raffi Maya Levi,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,12,0,0,0,0,56.0,10.983333333333333,18.833333333333332
Ying-Hui Chou,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,8,0,0,0,0,56.0,11.333333333333334,19.266666666666666
Amy Hartman,2021_10_01_MZT_S7_MZT,2021_10_01_MZT_S7,2,0,0,0,1,55.0,10.8,11.8
Jae Seungh,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,6,1,0,0,0,55.0,9.666666666666666,10.133333333333333
Jason Ladner,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,1,1,0,0,1,55.0,10.25,10.25
Troy Clavell Sutton,2021_09_30_MZT_S6_MZT,2021_09_30_MZT_S6,4,1,0,0,1,55.0,11.116666666666667,16.233333333333334
Xin Qi-CWRU,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,1,1,0,0,0,55.0,20.016666666666666,20.016666666666666
Joyati Deb Roy,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,1,1,0,0,1,54.0,12.883333333333333,12.883333333333333
Richard Wiener,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,1,0,0,0,0,54.0,18.5,18.5
Robin Michelle,2021_04_23_MND_S1_MND,2021_04_23_MND_S1,3,0,0,0,0,54.0,15.416666666666666,18.516666666666666
Ashley Ross,2021_04_23_MND_S4_MND,2021_04_23_MND_S4,3,0,0,0,1,53.0,,
Joel Bornstein,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,21,0,0,0,1,53.0,12.483333333333333,18.016666666666666
Kristin Koutmou,2021_10_01_MZT_S1_MZT,2021_10_01_MZT_S1,6,0,0,0,1,53.0,9.983333333333333,17.283333333333335
Sarah Mackachern,2021_04_23_MND_S2_MND,2021_04_23_MND_S2,1,1,0,0,1,53.0,,
Yanjiao Zhou,2021_04_23_MND_S16_MND,2021_04_23_MND_S16,3,1,0,0,1,53.0,9.166666666666666,12.7
Beth Lautner,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,1,1,0,0,1,52.0,11.25,11.25
Candace Fleischer,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,2,0,0,0,2,52.0,10.583333333333334,20.45
Chris Whidbey,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,3,1,0,0,1,52.0,10.883333333333333,14.383333333333333
Elaine Hsiao,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,4,0,0,0,1,52.0,12.066666666666666,12.95
Heather Walden,2021_10_01_MZT_S1_MZT,2021_10_01_MZT_S1,3,1,0,0,2,52.0,14.316666666666666,15.066666666666666
Joyce Jose,2021_10_01_MZT_S4_MZT,2021_10_01_MZT_S4,9,0,0,0,0,52.0,13.266666666666667,16.016666666666666
Liying Lu,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,10,0,0,0,0,52.0,10.283333333333331,13.316666666666666
Liz McCormack,2021_06_11_SLU_S5_SLU,2021_06_11_SLU_S5,1,1,0,0,1,52.0,15.15,15.15
Liz Mccormack,2021_06_11_SLU_S2_SLU,2021_06_11_SLU_S2,1,0,0,0,1,52.0,14.666666666666666,14.666666666666666
Richard Wiener,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,3,0,0,0,1,52.0,9.4,10.266666666666667
Jeff Bleich,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,5,0,0,0,1,50.0,10.433333333333334,14.8
Stephanie Culina,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,1,50.0,10.233333333333333,10.233333333333333
Crystal Hepp,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,8,0,0,0,0,49.0,11.033333333333331,17.083333333333332
Emily Balskus,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,9,0,0,0,1,49.0,5.75,11.433333333333334
Jali Zilberberg,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,6,0,0,0,2,49.0,16.45,18.95
Kevin Carlo,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,5,1,0,0,2,49.0,12.35,16.4
Carl Ed Mccauley,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,3,0,0,0,0,48.0,10.233333333333333,14.65
Cori Bargmann,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,3,0,0,0,0,48.0,14.85,15.65
Dr. Ali Keshavarziyan,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,13,1,0,0,0,48.0,12.166666666666666,18.983333333333334
Paul Robertson,2021_06_10_SLU_S7_SLU,2021_06_10_SLU_S7,3,0,0,0,0,47.0,10.0,14.516666666666667
Silvia Rossbach,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,17,0,0,0,0,47.0,,
Jia Li,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,7,0,0,0,0,46.0,12.566666666666666,18.166666666666668
Silvia Ronco,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,12,1,0,0,2,46.0,11.783333333333331,13.7
Bryan Spring,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,4,1,0,0,2,45.0,12.083333333333334,14.0
Emily Balskus,2021_04_23_MND_S13_MND,2021_04_23_MND_S13,8,0,0,0,0,45.0,10.716666666666669,18.45
Jim Mitchell,2021_05_20_ABI_S4_ABI,2021_05_20_ABI_S4,3,0,0,0,1,45.0,10.633333333333333,12.3
Kallol Mondal,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,1,0,0,0,45.0,14.45,14.45
Irene Yang,2021_04_22_MND_S8_MND,2021_04_22_MND_S8,2,0,0,0,0,44.0,14.666666666666666,15.45
Jae Hwan Song,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,2,1,0,0,0,44.0,11.583333333333334,18.966666666666665
Silvia Ronco,2021_04_23_MND_S13_MND,2021_04_23_MND_S13,4,0,0,0,1,44.0,15.25,17.85
Walsh,2021_05_21_ABI_S3_ABI,2021_05_21_ABI_S3,2,1,0,0,0,44.0,15.65,15.666666666666666
Helene Gerasimo,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,6,0,0,0,0,42.0,14.583333333333334,15.633333333333333
Lisa Ryno,2021_04_23_MND_S1_MND,2021_04_23_MND_S1,1,0,0,0,1,42.0,15.616666666666667,15.616666666666667
Pamela Chang,2021_04_23_MND_S3_MND,2021_04_23_MND_S3,1,1,0,0,1,42.0,11.766666666666667,11.766666666666667
Adela Oliva Chavez,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,2,1,0,0,1,41.0,9.516666666666667,19.216666666666665
Carolyn Bertozzi,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,7,1,0,0,0,41.0,16.85,17.566666666666666
George Weinstock,2021_04_22_MND_S8_MND,2021_04_22_MND_S8,4,0,0,0,0,41.0,12.15,14.95
Joel Bryan Bornstein,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,4,0,0,0,0,41.0,,
Will Thompson,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,2,0,0,0,0,41.0,,
Ziming Yang,2021_06_11_SLU_S2_SLU,2021_06_11_SLU_S2,4,1,0,0,1,41.0,13.0,15.95
Andrew Walker R,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,9,0,0,0,2,40.0,12.633333333333333,15.1
Jeff Baird Parente,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,9,0,0,0,0,40.0,10.966666666666669,16.433333333333334
Katharine Miller,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,1,0,0,0,0,40.0,17.95,17.95
Matt Baggott,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,6,0,0,0,0,40.0,14.25,16.75
Xin Zhang,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,4,0,0,0,0,40.0,11.866666666666667,12.4
Emily Baleikus,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,5,0,0,0,1,39.0,7.6,10.866666666666667
Jeff Boyd Farinha,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,4,0,0,0,1,39.0,10.233333333333333,15.25
Pallavi Dhagat,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,8,0,0,0,0,39.0,10.3,16.333333333333332
Arne Bakker,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,1,1,0,0,1,38.0,12.583333333333334,12.583333333333334
