term,coef_A,se_A,p_A,ci_low_A,ci_high_A,R2_A,Adj_R2_A,N_A,coef_B,se_B,p_B,ci_low_B,ci_high_B,R2_B,Adj_R2_B,N_B,delta_coef,abs_pct_change_coef,delta_R2,delta_Adj_R2
ann_information_seeking_count,0.015214781153987743,0.05847309647706003,0.7947084298343101,-0.09939038200558584,0.1298199443135613,0.1573227776731555,0.044965814696242945,273.0,0.012999731737081292,0.060376376701904245,0.8295244189290497,-0.10533579211567423,0.13133525558983683,0.15763127104443797,0.03729288119364349,273,-0.0022150494169064505,0.14558536166166897,0.00030849337128247,-0.007672933502599455
ann_information_seeking_mean_score,0.14907977952735327,0.3984654543800649,0.7083040543309072,-0.6318981601409619,0.9300577191956685,0.1573227776731555,0.044965814696242945,273.0,0.14836205750359452,0.40516587173063845,0.7142336773233857,-0.6457484588532321,0.9424725738604212,0.15763127104443797,0.03729288119364349,273,-0.0007177220237587489,0.0048143485725175815,0.00030849337128247,-0.007672933502599455
ann_information_seeking_sum_score,-0.00844969713460626,0.03178732149990419,0.790378049411302,-0.0707517024394142,0.053852308170201674,0.1573227776731555,0.044965814696242945,273.0,-0.00804871207007497,0.033270902537494915,0.8088464535853465,-0.0732584827767073,0.05716105863655735,0.15763127104443797,0.03729288119364349,273,0.00040098506453128957,0.04745555469544942,0.00030849337128247,-0.007672933502599455
ann_integration_practices_count,0.11501426064306722,0.08137213023075404,0.15752770266872396,-0.04447218395451366,0.27450070524064807,0.1573227776731555,0.044965814696242945,273.0,0.11214710318539682,0.08541115662878286,0.18917405372150808,-0.0552556876849271,0.2795498940557207,0.15763127104443797,0.03729288119364349,273,-0.0028671574576703968,0.024928712679971675,0.00030849337128247,-0.007672933502599455
ann_integration_practices_mean_score,0.44029403544187745,0.23065500009642423,0.05627683583047067,-0.011781457601196754,0.8923695284849517,0.1573227776731555,0.044965814696242945,273.0,0.44127867387952335,0.23316114458821643,0.0584122872203995,-0.015708772107516977,0.8982661198665637,0.15763127104443797,0.03729288119364349,273,0.0009846384376459016,0.002236320182392937,0.00030849337128247,-0.007672933502599455
ann_integration_practices_sum_score,-0.071321253339493,0.05128589808266597,0.16432851527839365,-0.1718397664963101,0.0291972598173241,0.1573227776731555,0.044965814696242945,273.0,-0.06956812198991362,0.05502270079506426,0.2061033206577545,-0.17741063388036296,0.03827438990053572,0.15763127104443797,0.03729288119364349,273,0.0017531313495793843,0.024580770352343427,0.00030849337128247,-0.007672933502599455
ann_knowledge_sharing_count,-0.04992655333830425,0.0637170448363468,0.43329441291323745,-0.1748096664188678,0.07495655974225929,0.1573227776731555,0.044965814696242945,273.0,-0.05481497163236454,0.06711860540443856,0.41410664835208055,-0.18636502091761956,0.07673507765289048,0.15763127104443797,0.03729288119364349,273,-0.0048884182940602885,0.09791219235456086,0.00030849337128247,-0.007672933502599455
ann_knowledge_sharing_mean_score,-0.6785551183697971,0.7961063365636054,0.39402412628009076,-2.2388948658985868,0.8817846291589924,0.1573227776731555,0.044965814696242945,273.0,-0.699754472343633,0.805324456660223,0.3848963603544987,-2.278161403266958,0.8786524585796919,0.15763127104443797,0.03729288119364349,273,-0.021199353973835877,0.031241904157714585,0.00030849337128247,-0.007672933502599455
ann_knowledge_sharing_sum_score,0.034628214573865314,0.037462560311735664,0.3553083285483716,-0.03879705440579621,0.10805348355352684,0.1573227776731555,0.044965814696242945,273.0,0.036619391735716315,0.03875744589806419,0.34474311572613214,-0.03934380635724915,0.11258258982868177,0.15763127104443797,0.03729288119364349,273,0.0019911771618510016,0.05750158321341197,0.00030849337128247,-0.007672933502599455
ann_none_count,-0.005958284232186688,0.011182195642017228,0.5941466260490115,-0.027874984958621202,0.015958416494247826,0.1573227776731555,0.044965814696242945,273.0,-0.008054570231107717,0.01652859130556869,0.6260377018112383,-0.040450013905204224,0.024340873442988787,0.15763127104443797,0.03729288119364349,273,-0.002096285998921029,0.35182712291516394,0.00030849337128247,-0.007672933502599455
ann_participation_dynamics_count,0.012411537560170667,0.021154363596344268,0.5573965568907001,-0.029050253204529315,0.05387332832487065,0.1573227776731555,0.044965814696242945,273.0,0.010950091664871844,0.02404443808828021,0.6488138801042971,-0.036176141016660474,0.05807632434640417,0.15763127104443797,0.03729288119364349,273,-0.0014614458952988234,0.11774898059275804,0.00030849337128247,-0.007672933502599455
ann_participation_dynamics_mean_score,-0.23385171983105968,0.1724019429453627,0.1749613746489228,-0.5717533188686998,0.10404987920658049,0.1573227776731555,0.044965814696242945,273.0,-0.23525860392619982,0.17288610447145944,0.17358569129264279,-0.5741091421176895,0.10359193426528987,0.15763127104443797,0.03729288119364349,273,-0.001406884095140143,0.006016137474449669,0.00030849337128247,-0.007672933502599455
ann_participation_dynamics_sum_score,-0.006027504860417346,0.017622147780925003,0.7323197038987977,-0.040566279841272784,0.028511270120438095,0.1573227776731555,0.044965814696242945,273.0,-0.005468544879839592,0.0186356742151432,0.7691820556469433,-0.041993795169142006,0.031056705409462818,0.15763127104443797,0.03729288119364349,273,0.0005589599805777539,0.09273488674367512,0.00030849337128247,-0.007672933502599455
ann_relational_climate_count,-0.003753119967196251,0.011090957940107364,0.7350658639043817,-0.02549099808385523,0.01798475814946273,0.1573227776731555,0.044965814696242945,273.0,-0.0062129963962004875,0.013331669045046051,0.6411919507656254,-0.03234258757829824,0.019916594785897267,0.15763127104443797,0.03729288119364349,273,-0.0024598764290042364,0.6554217425780489,0.00030849337128247,-0.007672933502599455
ann_relational_climate_mean_score,-0.24362862124661172,0.38690388097859024,0.5288989209112898,-1.0019462934434202,0.5146890509501969,0.1573227776731555,0.044965814696242945,273.0,-0.24786350527363038,0.38626230886635876,0.5210697013334304,-1.00492371923698,0.5091967086897191,0.15763127104443797,0.03729288119364349,273,-0.004234884027018659,0.017382539068478007,0.00030849337128247,-0.007672933502599455
ann_relational_climate_sum_score,-0.004999730492804161,0.010183704156633682,0.6234589686450764,-0.02495942386901702,0.014959962883408699,0.1573227776731555,0.044965814696242945,273.0,-0.003817167985167163,0.010631230871354645,0.719555958268215,-0.024653997604352645,0.01701966163401832,0.15763127104443797,0.03729288119364349,273,0.0011825625076369983,0.23652525057880536,0.00030849337128247,-0.007672933502599455
p_speaking_duration_sec,,,,,,,,,-3.0091627912472065e-05,0.00018733461374771722,0.8723845354065198,-0.0003972607239157199,0.00033707746809077575,0.15763127104443797,0.03729288119364349,273,,,0.00030849337128247,-0.007672933502599455
p_turns,,,,,,,,,0.0021937183659492287,0.010060506450067041,0.8273882231391437,-0.017524511942415083,0.021911948674313543,0.15763127104443797,0.03729288119364349,273,,,0.00030849337128247,-0.007672933502599455
